case_index,case_id,base_seed,experiment,function_type,function_name,config_index,function_formula,shape_params,snr,snr_label,sigma_epsilon,noise_structure,x_distribution,n,R,direction,monotonicity,linearity,linearity_error,convexity,saturation,late_slope_early_slope_ratio,tp_count,tp_types,tp_pattern,tp_trend,s_curve,threshold,strength,high_spread,high_spread_ratio,changing_spread,density,clusters
17492,main_F17_cfg10_snr200_constant_uniform,17492000,main,F17,Oscillation + Trend,10,f(x) = b*x + A*sin(omega*x),"{""A"": 0.09, ""b"": -0.3, ""omega_pi"": 6.0}",200.0,200,0.008489875381434244,constant,uniform,500,100,Negative,Non-monotonic,Nonlinear,0.24112571462050003,,No,0.9999999999999979,multiple,,alternating,negative,False,False,Strong,False,0.019615171410541837,False,Even,False
17493,main_F17_cfg10_snr300_constant_uniform,17493000,main,F17,Oscillation + Trend,10,f(x) = b*x + A*sin(omega*x),"{""A"": 0.09, ""b"": -0.3, ""omega_pi"": 6.0}",300.0,300,0.006931954221443535,constant,uniform,500,100,Negative,Non-monotonic,Nonlinear,0.24112571462050003,,No,0.9999999999999979,multiple,,alternating,negative,False,False,Strong,False,0.016015720391018694,False,Even,False
17494,main_F17_cfg10_snr500_constant_uniform,17494000,main,F17,Oscillation + Trend,10,f(x) = b*x + A*sin(omega*x),"{""A"": 0.09, ""b"": -0.3, ""omega_pi"": 6.0}",500.0,500,0.005369468651264602,constant,uniform,500,100,Negative,Non-monotonic,Nonlinear,0.24112571462050003,,No,0.9999999999999979,multiple,,alternating,negative,False,False,Strong,False,0.012405723670385985,False,Even,False
17495,main_F17_cfg10_snr700_constant_uniform,17495000,main,F17,Oscillation + Trend,10,f(x) = b*x + A*sin(omega*x),"{""A"": 0.09, ""b"": -0.3, ""omega_pi"": 6.0}",700.0,700,0.004538029276247668,constant,uniform,500,100,Negative,Non-monotonic,Nonlinear,0.24112571462050003,,No,0.9999999999999979,multiple,,alternating,negative,False,False,Strong,False,0.010484750143012986,False,Even,False
17496,main_F17_cfg10_snr1000_constant_uniform,17496000,main,F17,Oscillation + Trend,10,f(x) = b*x + A*sin(omega*x),"{""A"": 0.09, ""b"": -0.3, ""omega_pi"": 6.0}",1000.0,1000,0.003796787694677785,constant,uniform,500,100,Negative,Non-monotonic,Nonlinear,0.24112571462050003,,No,0.9999999999999979,multiple,,alternating,negative,False,False,Strong,False,0.008772171332856396,False,Even,False
17497,main_F17_cfg10_snr2000_constant_uniform,17497000,main,F17,Oscillation + Trend,10,f(x) = b*x + A*sin(omega*x),"{""A"": 0.09, ""b"": -0.3, ""omega_pi"": 6.0}",2000.0,2000,0.002684734325632301,constant,uniform,500,100,Negative,Non-monotonic,Nonlinear,0.24112571462050003,,No,0.9999999999999979,multiple,,alternating,negative,False,False,Strong,False,0.0062028618351929925,False,Even,False
17498,main_F17_cfg10_snr5000_constant_uniform,17498000,main,F17,Oscillation + Trend,10,f(x) = b*x + A*sin(omega*x),"{""A"": 0.09, ""b"": -0.3, ""omega_pi"": 6.0}",5000.0,5000,0.001697975076286849,constant,uniform,500,100,Negative,Non-monotonic,Nonlinear,0.24112571462050003,,No,0.9999999999999979,multiple,,alternating,negative,False,False,Strong,False,0.003923034282108368,False,Even,False
17499,main_F17_cfg10_snr10000_constant_uniform,17499000,main,F17,Oscillation + Trend,10,f(x) = b*x + A*sin(omega*x),"{""A"": 0.09, ""b"": -0.3, ""omega_pi"": 6.0}",10000.0,10000,0.0012006496907281763,constant,uniform,500,100,Negative,Non-monotonic,Nonlinear,0.24112571462050003,,No,0.9999999999999979,multiple,,alternating,negative,False,False,Strong,False,0.002774004143706126,False,Even,False
17500,main_F17_cfg10_snrinf_constant_uniform,17500000,main,F17,Oscillation + Trend,10,f(x) = b*x + A*sin(omega*x),"{""A"": 0.09, ""b"": -0.3, ""omega_pi"": 6.0}",inf,inf,0.0,constant,uniform,500,100,Negative,Non-monotonic,Nonlinear,0.24112571462050003,,No,0.9999999999999979,multiple,,alternating,negative,False,False,Strong,False,0.0,False,Even,False
17501,main_F17_cfg11_snr0p05_constant_uniform,17501000,main,F17,Oscillation + Trend,11,f(x) = b*x + A*sin(omega*x),"{""A"": 0.09, ""b"": 0.3, ""omega_pi"": 6.0}",0.05,0p05,0.416811552180919,constant,uniform,500,100,Positive,Non-monotonic,Nonlinear,0.3135745133344781,,No,1.000000000000002,multiple,,alternating,positive,False,False,Very Weak,True,1.2523564529395932,False,Even,False
17502,main_F17_cfg11_snr0p08_constant_uniform,17502000,main,F17,Oscillation + Trend,11,f(x) = b*x + A*sin(omega*x),"{""A"": 0.09, ""b"": 0.3, ""omega_pi"": 6.0}",0.08,0p08,0.3295184649904567,constant,uniform,500,100,Positive,Non-monotonic,Nonlinear,0.3135745133344781,,No,1.000000000000002,multiple,,alternating,positive,False,False,Very Weak,True,0.9900747084246471,False,Even,False
17503,main_F17_cfg11_snr0p1_constant_uniform,17503000,main,F17,Oscillation + Trend,11,f(x) = b*x + A*sin(omega*x),"{""A"": 0.09, ""b"": 0.3, ""omega_pi"": 6.0}",0.1,0p1,0.29473027502401833,constant,uniform,500,100,Positive,Non-monotonic,Nonlinear,0.3135745133344781,,No,1.000000000000002,multiple,,alternating,positive,False,False,Very Weak,True,0.8855497403363178,False,Even,False
17504,main_F17_cfg11_snr0p13_constant_uniform,17504000,main,F17,Oscillation + Trend,11,f(x) = b*x + A*sin(omega*x),"{""A"": 0.09, ""b"": 0.3, ""omega_pi"": 6.0}",0.13,0p13,0.2584955512423815,constant,uniform,500,100,Positive,Non-monotonic,Nonlinear,0.3135745133344781,,No,1.000000000000002,multiple,,alternating,positive,False,False,Very Weak,True,0.7766785012572249,False,Even,False
17505,main_F17_cfg11_snr0p17_constant_uniform,17505000,main,F17,Oscillation + Trend,11,f(x) = b*x + A*sin(omega*x),"{""A"": 0.09, ""b"": 0.3, ""omega_pi"": 6.0}",0.17,0p17,0.22604780209677863,constant,uniform,500,100,Positive,Non-monotonic,Nonlinear,0.3135745133344781,,No,1.000000000000002,multiple,,alternating,positive,False,False,Very Weak,True,0.6791856467208358,False,Even,False
17506,main_F17_cfg11_snr0p2_constant_uniform,17506000,main,F17,Oscillation + Trend,11,f(x) = b*x + A*sin(omega*x),"{""A"": 0.09, ""b"": 0.3, ""omega_pi"": 6.0}",0.2,0p2,0.2084057760904595,constant,uniform,500,100,Positive,Non-monotonic,Nonlinear,0.3135745133344781,,No,1.000000000000002,multiple,,alternating,positive,False,False,Very Weak,True,0.6261782264697966,False,Even,False
17507,main_F17_cfg11_snr0p25_constant_uniform,17507000,main,F17,Oscillation + Trend,11,f(x) = b*x + A*sin(omega*x),"{""A"": 0.09, ""b"": 0.3, ""omega_pi"": 6.0}",0.25,0p25,0.18640379289674713,constant,uniform,500,100,Positive,Non-monotonic,Nonlinear,0.3135745133344781,,No,1.000000000000002,multiple,,alternating,positive,False,False,Very Weak,True,0.5600708321666894,False,Even,False
17508,main_F17_cfg11_snr0p3_constant_uniform,17508000,main,F17,Oscillation + Trend,11,f(x) = b*x + A*sin(omega*x),"{""A"": 0.09, ""b"": 0.3, ""omega_pi"": 6.0}",0.3,0p3,0.17016260362344943,constant,uniform,500,100,Positive,Non-monotonic,Nonlinear,0.3135745133344781,,No,1.000000000000002,multiple,,alternating,positive,False,False,Weak,True,0.5112723809639763,False,Even,False
17509,main_F17_cfg11_snr0p4_constant_uniform,17509000,main,F17,Oscillation + Trend,11,f(x) = b*x + A*sin(omega*x),"{""A"": 0.09, ""b"": 0.3, ""omega_pi"": 6.0}",0.4,0p4,0.14736513751200916,constant,uniform,500,100,Positive,Non-monotonic,Nonlinear,0.3135745133344781,,No,1.000000000000002,multiple,,alternating,positive,False,False,Weak,True,0.4427748701681589,False,Even,False
17510,main_F17_cfg11_snr0p5_constant_uniform,17510000,main,F17,Oscillation + Trend,11,f(x) = b*x + A*sin(omega*x),"{""A"": 0.09, ""b"": 0.3, ""omega_pi"": 6.0}",0.5,0p5,0.1318073859961827,constant,uniform,500,100,Positive,Non-monotonic,Nonlinear,0.3135745133344781,,No,1.000000000000002,multiple,,alternating,positive,False,False,Weak,True,0.39602988336985884,False,Even,False
17511,main_F17_cfg11_snr0p6_constant_uniform,17511000,main,F17,Oscillation + Trend,11,f(x) = b*x + A*sin(omega*x),"{""A"": 0.09, ""b"": 0.3, ""omega_pi"": 6.0}",0.6,0p6,0.12032313092649967,constant,uniform,500,100,Positive,Non-monotonic,Nonlinear,0.3135745133344781,,No,1.000000000000002,multiple,,alternating,positive,False,False,Weak,True,0.3615241676130196,False,Even,False
17512,main_F17_cfg11_snr0p7_constant_uniform,17512000,main,F17,Oscillation + Trend,11,f(x) = b*x + A*sin(omega*x),"{""A"": 0.09, ""b"": 0.3, ""omega_pi"": 6.0}",0.7,0p7,0.11139757307931769,constant,uniform,500,100,Positive,Non-monotonic,Nonlinear,0.3135745133344781,,No,1.000000000000002,multiple,,alternating,positive,False,False,Weak,True,0.3347063409296744,False,Even,False
17513,main_F17_cfg11_snr0p8_constant_uniform,17513000,main,F17,Oscillation + Trend,11,f(x) = b*x + A*sin(omega*x),"{""A"": 0.09, ""b"": 0.3, ""omega_pi"": 6.0}",0.8,0p8,0.10420288804522974,constant,uniform,500,100,Positive,Non-monotonic,Nonlinear,0.3135745133344781,,No,1.000000000000002,multiple,,alternating,positive,False,False,Weak,True,0.3130891132348983,False,Even,False
17514,main_F17_cfg11_snr1_constant_uniform,17514000,main,F17,Oscillation + Trend,11,f(x) = b*x + A*sin(omega*x),"{""A"": 0.09, ""b"": 0.3, ""omega_pi"": 6.0}",1.0,1,0.09320189644837357,constant,uniform,500,100,Positive,Non-monotonic,Nonlinear,0.3135745133344781,,No,1.000000000000002,multiple,,alternating,positive,False,False,Weak,False,0.2800354160833447,False,Even,False
17515,main_F17_cfg11_snr1p2_constant_uniform,17515000,main,F17,Oscillation + Trend,11,f(x) = b*x + A*sin(omega*x),"{""A"": 0.09, ""b"": 0.3, ""omega_pi"": 6.0}",1.2,1p2,0.08508130181172471,constant,uniform,500,100,Positive,Non-monotonic,Nonlinear,0.3135745133344781,,No,1.000000000000002,multiple,,alternating,positive,False,False,Medium,False,0.25563619048198816,False,Even,False
17516,main_F17_cfg11_snr1p5_constant_uniform,17516000,main,F17,Oscillation + Trend,11,f(x) = b*x + A*sin(omega*x),"{""A"": 0.09, ""b"": 0.3, ""omega_pi"": 6.0}",1.5,1p5,0.07609902978607698,constant,uniform,500,100,Positive,Non-monotonic,Nonlinear,0.3135745133344781,,No,1.000000000000002,multiple,,alternating,positive,False,False,Medium,False,0.22864795977072408,False,Even,False
17517,main_F17_cfg11_snr1p8_constant_uniform,17517000,main,F17,Oscillation + Trend,11,f(x) = b*x + A*sin(omega*x),"{""A"": 0.09, ""b"": 0.3, ""omega_pi"": 6.0}",1.8,1p8,0.06946859203015317,constant,uniform,500,100,Positive,Non-monotonic,Nonlinear,0.3135745133344781,,No,1.000000000000002,multiple,,alternating,positive,False,False,Medium,False,0.20872607548993222,False,Even,False
17518,main_F17_cfg11_snr2_constant_uniform,17518000,main,F17,Oscillation + Trend,11,f(x) = b*x + A*sin(omega*x),"{""A"": 0.09, ""b"": 0.3, ""omega_pi"": 6.0}",2.0,2,0.06590369299809135,constant,uniform,500,100,Positive,Non-monotonic,Nonlinear,0.3135745133344781,,No,1.000000000000002,multiple,,alternating,positive,False,False,Medium,False,0.19801494168492942,False,Even,False
17519,main_F17_cfg11_snr2p5_constant_uniform,17519000,main,F17,Oscillation + Trend,11,f(x) = b*x + A*sin(omega*x),"{""A"": 0.09, ""b"": 0.3, ""omega_pi"": 6.0}",2.5,2p5,0.05894605500480366,constant,uniform,500,100,Positive,Non-monotonic,Nonlinear,0.3135745133344781,,No,1.000000000000002,multiple,,alternating,positive,False,False,Medium,False,0.17710994806726355,False,Even,False
17520,main_F17_cfg11_snr3_constant_uniform,17520000,main,F17,Oscillation + Trend,11,f(x) = b*x + A*sin(omega*x),"{""A"": 0.09, ""b"": 0.3, ""omega_pi"": 6.0}",3.0,3,0.0538101400034521,constant,uniform,500,100,Positive,Non-monotonic,Nonlinear,0.3135745133344781,,No,1.000000000000002,multiple,,alternating,positive,False,False,Medium,False,0.1616785228583479,False,Even,False
17521,main_F17_cfg11_snr3p5_constant_uniform,17521000,main,F17,Oscillation + Trend,11,f(x) = b*x + A*sin(omega*x),"{""A"": 0.09, ""b"": 0.3, ""omega_pi"": 6.0}",3.5,3p5,0.04981850918677099,constant,uniform,500,100,Positive,Non-monotonic,Nonlinear,0.3135745133344781,,No,1.000000000000002,multiple,,alternating,positive,False,False,Medium,False,0.14968522616379443,False,Even,False
17522,main_F17_cfg11_snr4_constant_uniform,17522000,main,F17,Oscillation + Trend,11,f(x) = b*x + A*sin(omega*x),"{""A"": 0.09, ""b"": 0.3, ""omega_pi"": 6.0}",4.0,4,0.04660094822418678,constant,uniform,500,100,Positive,Non-monotonic,Nonlinear,0.3135745133344781,,No,1.000000000000002,multiple,,alternating,positive,False,False,Medium,False,0.14001770804167235,False,Even,False
17523,main_F17_cfg11_snr5_constant_uniform,17523000,main,F17,Oscillation + Trend,11,f(x) = b*x + A*sin(omega*x),"{""A"": 0.09, ""b"": 0.3, ""omega_pi"": 6.0}",5.0,5,0.0416811552180919,constant,uniform,500,100,Positive,Non-monotonic,Nonlinear,0.3135745133344781,,No,1.000000000000002,multiple,,alternating,positive,False,False,Medium,False,0.12523564529395934,False,Even,False
17524,main_F17_cfg11_snr6_constant_uniform,17524000,main,F17,Oscillation + Trend,11,f(x) = b*x + A*sin(omega*x),"{""A"": 0.09, ""b"": 0.3, ""omega_pi"": 6.0}",6.0,6,0.03804951489303849,constant,uniform,500,100,Positive,Non-monotonic,Nonlinear,0.3135745133344781,,No,1.000000000000002,multiple,,alternating,positive,False,False,Medium,False,0.11432397988536204,False,Even,False
17525,main_F17_cfg11_snr7_constant_uniform,17525000,main,F17,Oscillation + Trend,11,f(x) = b*x + A*sin(omega*x),"{""A"": 0.09, ""b"": 0.3, ""omega_pi"": 6.0}",7.0,7,0.03522700567457008,constant,uniform,500,100,Positive,Non-monotonic,Nonlinear,0.3135745133344781,,No,1.000000000000002,multiple,,alternating,positive,False,False,Medium,False,0.10584343846386106,False,Even,False
17526,main_F17_cfg11_snr8_constant_uniform,17526000,main,F17,Oscillation + Trend,11,f(x) = b*x + A*sin(omega*x),"{""A"": 0.09, ""b"": 0.3, ""omega_pi"": 6.0}",8.0,8,0.03295184649904567,constant,uniform,500,100,Positive,Non-monotonic,Nonlinear,0.3135745133344781,,No,1.000000000000002,multiple,,alternating,positive,False,False,Medium,False,0.09900747084246471,False,Even,False
17527,main_F17_cfg11_snr10_constant_uniform,17527000,main,F17,Oscillation + Trend,11,f(x) = b*x + A*sin(omega*x),"{""A"": 0.09, ""b"": 0.3, ""omega_pi"": 6.0}",10.0,10,0.02947302750240183,constant,uniform,500,100,Positive,Non-monotonic,Nonlinear,0.3135745133344781,,No,1.000000000000002,multiple,,alternating,positive,False,False,Medium,False,0.08855497403363177,False,Even,False
17528,main_F17_cfg11_snr12_constant_uniform,17528000,main,F17,Oscillation + Trend,11,f(x) = b*x + A*sin(omega*x),"{""A"": 0.09, ""b"": 0.3, ""omega_pi"": 6.0}",12.0,12,0.02690507000172605,constant,uniform,500,100,Positive,Non-monotonic,Nonlinear,0.3135745133344781,,No,1.000000000000002,multiple,,alternating,positive,False,False,Strong,False,0.08083926142917396,False,Even,False
17529,main_F17_cfg11_snr15_constant_uniform,17529000,main,F17,Oscillation + Trend,11,f(x) = b*x + A*sin(omega*x),"{""A"": 0.09, ""b"": 0.3, ""omega_pi"": 6.0}",15.0,15,0.024064626185299934,constant,uniform,500,100,Positive,Non-monotonic,Nonlinear,0.3135745133344781,,No,1.000000000000002,multiple,,alternating,positive,False,False,Strong,False,0.07230483352260392,False,Even,False
17530,main_F17_cfg11_snr18_constant_uniform,17530000,main,F17,Oscillation + Trend,11,f(x) = b*x + A*sin(omega*x),"{""A"": 0.09, ""b"": 0.3, ""omega_pi"": 6.0}",18.0,18,0.02196789766603045,constant,uniform,500,100,Positive,Non-monotonic,Nonlinear,0.3135745133344781,,No,1.000000000000002,multiple,,alternating,positive,False,False,Strong,False,0.06600498056164314,False,Even,False
17531,main_F17_cfg11_snr20_constant_uniform,17531000,main,F17,Oscillation + Trend,11,f(x) = b*x + A*sin(omega*x),"{""A"": 0.09, ""b"": 0.3, ""omega_pi"": 6.0}",20.0,20,0.02084057760904595,constant,uniform,500,100,Positive,Non-monotonic,Nonlinear,0.3135745133344781,,No,1.000000000000002,multiple,,alternating,positive,False,False,Strong,False,0.06261782264697967,False,Even,False
17532,main_F17_cfg11_snr25_constant_uniform,17532000,main,F17,Oscillation + Trend,11,f(x) = b*x + A*sin(omega*x),"{""A"": 0.09, ""b"": 0.3, ""omega_pi"": 6.0}",25.0,25,0.018640379289674713,constant,uniform,500,100,Positive,Non-monotonic,Nonlinear,0.3135745133344781,,No,1.000000000000002,multiple,,alternating,positive,False,False,Strong,False,0.056007083216668946,False,Even,False
17533,main_F17_cfg11_snr30_constant_uniform,17533000,main,F17,Oscillation + Trend,11,f(x) = b*x + A*sin(omega*x),"{""A"": 0.09, ""b"": 0.3, ""omega_pi"": 6.0}",30.0,30,0.01701626036234494,constant,uniform,500,100,Positive,Non-monotonic,Nonlinear,0.3135745133344781,,No,1.000000000000002,multiple,,alternating,positive,False,False,Strong,False,0.051127238096397624,False,Even,False
17534,main_F17_cfg11_snr35_constant_uniform,17534000,main,F17,Oscillation + Trend,11,f(x) = b*x + A*sin(omega*x),"{""A"": 0.09, ""b"": 0.3, ""omega_pi"": 6.0}",35.0,35,0.015753995866421906,constant,uniform,500,100,Positive,Non-monotonic,Nonlinear,0.3135745133344781,,No,1.000000000000002,multiple,,alternating,positive,False,False,Strong,False,0.04733462467550185,False,Even,False
17535,main_F17_cfg11_snr40_constant_uniform,17535000,main,F17,Oscillation + Trend,11,f(x) = b*x + A*sin(omega*x),"{""A"": 0.09, ""b"": 0.3, ""omega_pi"": 6.0}",40.0,40,0.014736513751200915,constant,uniform,500,100,Positive,Non-monotonic,Nonlinear,0.3135745133344781,,No,1.000000000000002,multiple,,alternating,positive,False,False,Strong,False,0.044277487016815886,False,Even,False
17536,main_F17_cfg11_snr50_constant_uniform,17536000,main,F17,Oscillation + Trend,11,f(x) = b*x + A*sin(omega*x),"{""A"": 0.09, ""b"": 0.3, ""omega_pi"": 6.0}",50.0,50,0.013180738599618269,constant,uniform,500,100,Positive,Non-monotonic,Nonlinear,0.3135745133344781,,No,1.000000000000002,multiple,,alternating,positive,False,False,Strong,False,0.03960298833698588,False,Even,False
17537,main_F17_cfg11_snr60_constant_uniform,17537000,main,F17,Oscillation + Trend,11,f(x) = b*x + A*sin(omega*x),"{""A"": 0.09, ""b"": 0.3, ""omega_pi"": 6.0}",60.0,60,0.012032313092649967,constant,uniform,500,100,Positive,Non-monotonic,Nonlinear,0.3135745133344781,,No,1.000000000000002,multiple,,alternating,positive,False,False,Strong,False,0.03615241676130196,False,Even,False
17538,main_F17_cfg11_snr80_constant_uniform,17538000,main,F17,Oscillation + Trend,11,f(x) = b*x + A*sin(omega*x),"{""A"": 0.09, ""b"": 0.3, ""omega_pi"": 6.0}",80.0,80,0.010420288804522976,constant,uniform,500,100,Positive,Non-monotonic,Nonlinear,0.3135745133344781,,No,1.000000000000002,multiple,,alternating,positive,False,False,Strong,False,0.031308911323489834,False,Even,False
17539,main_F17_cfg11_snr100_constant_uniform,17539000,main,F17,Oscillation + Trend,11,f(x) = b*x + A*sin(omega*x),"{""A"": 0.09, ""b"": 0.3, ""omega_pi"": 6.0}",100.0,100,0.009320189644837357,constant,uniform,500,100,Positive,Non-monotonic,Nonlinear,0.3135745133344781,,No,1.000000000000002,multiple,,alternating,positive,False,False,Strong,False,0.028003541608334473,False,Even,False
17540,main_F17_cfg11_snr130_constant_uniform,17540000,main,F17,Oscillation + Trend,11,f(x) = b*x + A*sin(omega*x),"{""A"": 0.09, ""b"": 0.3, ""omega_pi"": 6.0}",130.0,130,0.008174347069466936,constant,uniform,500,100,Positive,Non-monotonic,Nonlinear,0.3135745133344781,,No,1.000000000000002,multiple,,alternating,positive,False,False,Strong,False,0.02456073073658781,False,Even,False
17541,main_F17_cfg11_snr170_constant_uniform,17541000,main,F17,Oscillation + Trend,11,f(x) = b*x + A*sin(omega*x),"{""A"": 0.09, ""b"": 0.3, ""omega_pi"": 6.0}",170.0,170,0.00714825914700806,constant,uniform,500,100,Positive,Non-monotonic,Nonlinear,0.3135745133344781,,No,1.000000000000002,multiple,,alternating,positive,False,False,Strong,False,0.02147773597732312,False,Even,False
17542,main_F17_cfg11_snr200_constant_uniform,17542000,main,F17,Oscillation + Trend,11,f(x) = b*x + A*sin(omega*x),"{""A"": 0.09, ""b"": 0.3, ""omega_pi"": 6.0}",200.0,200,0.0065903692998091346,constant,uniform,500,100,Positive,Non-monotonic,Nonlinear,0.3135745133344781,,No,1.000000000000002,multiple,,alternating,positive,False,False,Strong,False,0.01980149416849294,False,Even,False
17543,main_F17_cfg11_snr300_constant_uniform,17543000,main,F17,Oscillation + Trend,11,f(x) = b*x + A*sin(omega*x),"{""A"": 0.09, ""b"": 0.3, ""omega_pi"": 6.0}",300.0,300,0.00538101400034521,constant,uniform,500,100,Positive,Non-monotonic,Nonlinear,0.3135745133344781,,No,1.000000000000002,multiple,,alternating,positive,False,False,Strong,False,0.016167852285834793,False,Even,False
17544,main_F17_cfg11_snr500_constant_uniform,17544000,main,F17,Oscillation + Trend,11,f(x) = b*x + A*sin(omega*x),"{""A"": 0.09, ""b"": 0.3, ""omega_pi"": 6.0}",500.0,500,0.00416811552180919,constant,uniform,500,100,Positive,Non-monotonic,Nonlinear,0.3135745133344781,,No,1.000000000000002,multiple,,alternating,positive,False,False,Strong,False,0.012523564529395933,False,Even,False
17545,main_F17_cfg11_snr700_constant_uniform,17545000,main,F17,Oscillation + Trend,11,f(x) = b*x + A*sin(omega*x),"{""A"": 0.09, ""b"": 0.3, ""omega_pi"": 6.0}",700.0,700,0.0035227005674570077,constant,uniform,500,100,Positive,Non-monotonic,Nonlinear,0.3135745133344781,,No,1.000000000000002,multiple,,alternating,positive,False,False,Strong,False,0.010584343846386105,False,Even,False
17546,main_F17_cfg11_snr1000_constant_uniform,17546000,main,F17,Oscillation + Trend,11,f(x) = b*x + A*sin(omega*x),"{""A"": 0.09, ""b"": 0.3, ""omega_pi"": 6.0}",1000.0,1000,0.002947302750240183,constant,uniform,500,100,Positive,Non-monotonic,Nonlinear,0.3135745133344781,,No,1.000000000000002,multiple,,alternating,positive,False,False,Strong,False,0.008855497403363178,False,Even,False
17547,main_F17_cfg11_snr2000_constant_uniform,17547000,main,F17,Oscillation + Trend,11,f(x) = b*x + A*sin(omega*x),"{""A"": 0.09, ""b"": 0.3, ""omega_pi"": 6.0}",2000.0,2000,0.002084057760904595,constant,uniform,500,100,Positive,Non-monotonic,Nonlinear,0.3135745133344781,,No,1.000000000000002,multiple,,alternating,positive,False,False,Strong,False,0.006261782264697966,False,Even,False
17548,main_F17_cfg11_snr5000_constant_uniform,17548000,main,F17,Oscillation + Trend,11,f(x) = b*x + A*sin(omega*x),"{""A"": 0.09, ""b"": 0.3, ""omega_pi"": 6.0}",5000.0,5000,0.001318073859961827,constant,uniform,500,100,Positive,Non-monotonic,Nonlinear,0.3135745133344781,,No,1.000000000000002,multiple,,alternating,positive,False,False,Strong,False,0.003960298833698589,False,Even,False
17549,main_F17_cfg11_snr10000_constant_uniform,17549000,main,F17,Oscillation + Trend,11,f(x) = b*x + A*sin(omega*x),"{""A"": 0.09, ""b"": 0.3, ""omega_pi"": 6.0}",10000.0,10000,0.0009320189644837357,constant,uniform,500,100,Positive,Non-monotonic,Nonlinear,0.3135745133344781,,No,1.000000000000002,multiple,,alternating,positive,False,False,Strong,False,0.0028003541608334474,False,Even,False
17550,main_F17_cfg11_snrinf_constant_uniform,17550000,main,F17,Oscillation + Trend,11,f(x) = b*x + A*sin(omega*x),"{""A"": 0.09, ""b"": 0.3, ""omega_pi"": 6.0}",inf,inf,0.0,constant,uniform,500,100,Positive,Non-monotonic,Nonlinear,0.3135745133344781,,No,1.000000000000002,multiple,,alternating,positive,False,False,Strong,False,0.0,False,Even,False
17551,main_F17_cfg12_snr0p05_constant_uniform,17551000,main,F17,Oscillation + Trend,12,f(x) = b*x + A*sin(omega*x),"{""A"": 0.3, ""b"": 1.0, ""omega_pi"": 6.0}",0.05,0p05,1.3893718406030633,constant,uniform,500,100,Positive,Non-monotonic,Nonlinear,0.3135745133344781,,No,0.9999999999999988,multiple,,alternating,positive,False,False,Very Weak,True,1.2523564529395934,False,Even,False
17552,main_F17_cfg12_snr0p08_constant_uniform,17552000,main,F17,Oscillation + Trend,12,f(x) = b*x + A*sin(omega*x),"{""A"": 0.3, ""b"": 1.0, ""omega_pi"": 6.0}",0.08,0p08,1.0983948833015225,constant,uniform,500,100,Positive,Non-monotonic,Nonlinear,0.3135745133344781,,No,0.9999999999999988,multiple,,alternating,positive,False,False,Very Weak,True,0.9900747084246473,False,Even,False
17553,main_F17_cfg12_snr0p1_constant_uniform,17553000,main,F17,Oscillation + Trend,12,f(x) = b*x + A*sin(omega*x),"{""A"": 0.3, ""b"": 1.0, ""omega_pi"": 6.0}",0.1,0p1,0.9824342500800611,constant,uniform,500,100,Positive,Non-monotonic,Nonlinear,0.3135745133344781,,No,0.9999999999999988,multiple,,alternating,positive,False,False,Very Weak,True,0.885549740336318,False,Even,False
17554,main_F17_cfg12_snr0p13_constant_uniform,17554000,main,F17,Oscillation + Trend,12,f(x) = b*x + A*sin(omega*x),"{""A"": 0.3, ""b"": 1.0, ""omega_pi"": 6.0}",0.13,0p13,0.861651837474605,constant,uniform,500,100,Positive,Non-monotonic,Nonlinear,0.3135745133344781,,No,0.9999999999999988,multiple,,alternating,positive,False,False,Very Weak,True,0.7766785012572252,False,Even,False
17555,main_F17_cfg12_snr0p17_constant_uniform,17555000,main,F17,Oscillation + Trend,12,f(x) = b*x + A*sin(omega*x),"{""A"": 0.3, ""b"": 1.0, ""omega_pi"": 6.0}",0.17,0p17,0.7534926736559288,constant,uniform,500,100,Positive,Non-monotonic,Nonlinear,0.3135745133344781,,No,0.9999999999999988,multiple,,alternating,positive,False,False,Very Weak,True,0.6791856467208358,False,Even,False
17556,main_F17_cfg12_snr0p2_constant_uniform,17556000,main,F17,Oscillation + Trend,12,f(x) = b*x + A*sin(omega*x),"{""A"": 0.3, ""b"": 1.0, ""omega_pi"": 6.0}",0.2,0p2,0.6946859203015316,constant,uniform,500,100,Positive,Non-monotonic,Nonlinear,0.3135745133344781,,No,0.9999999999999988,multiple,,alternating,positive,False,False,Very Weak,True,0.6261782264697967,False,Even,False
17557,main_F17_cfg12_snr0p25_constant_uniform,17557000,main,F17,Oscillation + Trend,12,f(x) = b*x + A*sin(omega*x),"{""A"": 0.3, ""b"": 1.0, ""omega_pi"": 6.0}",0.25,0p25,0.6213459763224904,constant,uniform,500,100,Positive,Non-monotonic,Nonlinear,0.3135745133344781,,No,0.9999999999999988,multiple,,alternating,positive,False,False,Very Weak,True,0.5600708321666895,False,Even,False
17558,main_F17_cfg12_snr0p3_constant_uniform,17558000,main,F17,Oscillation + Trend,12,f(x) = b*x + A*sin(omega*x),"{""A"": 0.3, ""b"": 1.0, ""omega_pi"": 6.0}",0.3,0p3,0.5672086787448315,constant,uniform,500,100,Positive,Non-monotonic,Nonlinear,0.3135745133344781,,No,0.9999999999999988,multiple,,alternating,positive,False,False,Weak,True,0.5112723809639764,False,Even,False
